,Prompts,Output
0,JAVASCRIPT TEST: When I am on the https://www.Hyperpnea.com page then the page should have 'Kinswoman' in the title,"test(""should have 'Kinswoman' in the title when on the 'https://www.Hyperpnea.com' page"", async ({ page }) => {
  });"
84,JAVASCRIPT TEST: When I am on the https://www.Australian-Desert.com page then the page should have 'Huckleberry Finn' in the title,"test(""should have 'Huckleberry Finn' in the title when on the 'https://www.Australian-Desert.com' page"", async ({ page }) => {
    await page.goto('https://www.Australian-Desert.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Huckleberry Finn');
  });"
85,JAVASCRIPT TEST: When I am on the https://www.Muscicapa.com page then the page should have 'Propeller Plane' in the title,"test(""should have 'Propeller Plane' in the title when on the 'https://www.Muscicapa.com' page"", async ({ page }) => {
    await page.goto('https://www.Muscicapa.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Propeller Plane');
  });"
86,JAVASCRIPT TEST: When I am on the https://www.Asbestos.com page then the page should have 'Prairie Sunflower' in the title,"test(""should have 'Prairie Sunflower' in the title when on the 'https://www.Asbestos.com' page"", async ({ page }) => {
    await page.goto('https://www.Asbestos.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Prairie Sunflower');
  });"
87,JAVASCRIPT TEST: When I am on the https://www.Sneezer.com page then the page should have 'Garden Spade' in the title,"test(""should have 'Garden Spade' in the title when on the 'https://www.Sneezer.com' page"", async ({ page }) => {
    await page.goto('https://www.Sneezer.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Garden Spade');
  });"
88,JAVASCRIPT TEST: When I am on the https://www.Record-Jacket.com page then the page should have 'Hog Cholera' in the title,"test(""should have 'Hog Cholera' in the title when on the 'https://www.Record-Jacket.com' page"", async ({ page }) => {
    await page.goto('https://www.Record-Jacket.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Hog Cholera');
  });"
89,JAVASCRIPT TEST: When I am on the https://www.Kitakyushu.com page then the page should have 'Transformation' in the title,"test(""should have 'Transformation' in the title when on the 'https://www.Kitakyushu.com' page"", async ({ page }) => {
    await page.goto('https://www.Kitakyushu.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Transformation');
  });"
90,JAVASCRIPT TEST: When I am on the https://www.Buckskins.com page then the page should have 'Conjuring' in the title,"test(""should have 'Conjuring' in the title when on the 'https://www.Buckskins.com' page"", async ({ page }) => {
    await page.goto('https://www.Buckskins.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Conjuring');
  });"
91,JAVASCRIPT TEST: When I am on the https://www.Oriflamme.com page then the page should have 'Bleeding Heart' in the title,"test(""should have 'Bleeding Heart' in the title when on the 'https://www.Oriflamme.com' page"", async ({ page }) => {
    await page.goto('https://www.Oriflamme.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Bleeding Heart');
  });"
92,JAVASCRIPT TEST: When I am on the https://www.Chamber-Of-Commerce.com page then the page should have 'Gene Expression' in the title,"test(""should have 'Gene Expression' in the title when on the 'https://www.Chamber-Of-Commerce.com' page"", async ({ page }) => {
    await page.goto('https://www.Chamber-Of-Commerce.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Gene Expression');
  });"
93,JAVASCRIPT TEST: When I am on the https://www.Andradite.com page then the page should have 'Fake Book' in the title,"test(""should have 'Fake Book' in the title when on the 'https://www.Andradite.com' page"", async ({ page }) => {
    await page.goto('https://www.Andradite.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Fake Book');
  });"
94,JAVASCRIPT TEST: When I am on the https://www.Fighter.com page then the page should have 'Cordoba' in the title,"test(""should have 'Cordoba' in the title when on the 'https://www.Fighter.com' page"", async ({ page }) => {
    await page.goto('https://www.Fighter.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Cordoba');
  });"
95,JAVASCRIPT TEST: When I am on the https://www.Texas-Toad.com page then the page should have 'Yellow Adder'S Tongue' in the title,"test(""should have 'Yellow Adder'S Tongue' in the title when on the 'https://www.Texas-Toad.com' page"", async ({ page }) => {
    await page.goto('https://www.Texas-Toad.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Yellow Adder'S Tongue');
  });"
96,JAVASCRIPT TEST: When I am on the https://www.Heartland.com page then the page should have 'Stridulation' in the title,"test(""should have 'Stridulation' in the title when on the 'https://www.Heartland.com' page"", async ({ page }) => {
    await page.goto('https://www.Heartland.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Stridulation');
  });"
97,JAVASCRIPT TEST: When I am on the https://www.Drafting.com page then the page should have 'Lanthanide Series' in the title,"test(""should have 'Lanthanide Series' in the title when on the 'https://www.Drafting.com' page"", async ({ page }) => {
    await page.goto('https://www.Drafting.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Lanthanide Series');
  });"
98,JAVASCRIPT TEST: When I am on the https://www.Full-Page.com page then the page should have 'Serial Monogamy' in the title,"test(""should have 'Serial Monogamy' in the title when on the 'https://www.Full-Page.com' page"", async ({ page }) => {
    await page.goto('https://www.Full-Page.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Serial Monogamy');
  });"
99,JAVASCRIPT TEST: When I am on the https://www.Sun-Parlor.com page then the page should have 'Metacarpus' in the title,"test(""should have 'Metacarpus' in the title when on the 'https://www.Sun-Parlor.com' page"", async ({ page }) => {
    await page.goto('https://www.Sun-Parlor.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Metacarpus');
  });"
100,JAVASCRIPT TEST: When I am on the https://www.Keyboard.com page then the page should have 'Mastotermes' in the title,"test(""should have 'Mastotermes' in the title when on the 'https://www.Keyboard.com' page"", async ({ page }) => {
    await page.goto('https://www.Keyboard.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Mastotermes');
  });"
101,JAVASCRIPT TEST: When I am on the https://www.Leicestershire.com page then the page should have 'Amelogenesis' in the title,"test(""should have 'Amelogenesis' in the title when on the 'https://www.Leicestershire.com' page"", async ({ page }) => {
    await page.goto('https://www.Leicestershire.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Amelogenesis');
  });"
102,JAVASCRIPT TEST: When I am on the https://www.Jejunum.com page then the page should have 'Cryptacanthodes' in the title,"test(""should have 'Cryptacanthodes' in the title when on the 'https://www.Jejunum.com' page"", async ({ page }) => {
    await page.goto('https://www.Jejunum.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Cryptacanthodes');
  });"
103,JAVASCRIPT TEST: When I am on the https://www.Radiant-Heating.com page then the page should have 'Japanese Beetle' in the title,"test(""should have 'Japanese Beetle' in the title when on the 'https://www.Radiant-Heating.com' page"", async ({ page }) => {
    await page.goto('https://www.Radiant-Heating.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Japanese Beetle');
  });"
104,JAVASCRIPT TEST: When I am on the https://www.Tree-Toad.com page then the page should have 'School Ship' in the title,"test(""should have 'School Ship' in the title when on the 'https://www.Tree-Toad.com' page"", async ({ page }) => {
    await page.goto('https://www.Tree-Toad.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('School Ship');
  });"
105,JAVASCRIPT TEST: When I am on the https://www.Alizarin-Yellow.com page then the page should have 'Sales Resistance' in the title,"test(""should have 'Sales Resistance' in the title when on the 'https://www.Alizarin-Yellow.com' page"", async ({ page }) => {
    await page.goto('https://www.Alizarin-Yellow.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Sales Resistance');
  });"
106,JAVASCRIPT TEST: When I am on the https://www.Water-Development.com page then the page should have 'Lichenes' in the title,"test(""should have 'Lichenes' in the title when on the 'https://www.Water-Development.com' page"", async ({ page }) => {
    await page.goto('https://www.Water-Development.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Lichenes');
  });"
107,JAVASCRIPT TEST: When I am on the https://www.Murphy-Bed.com page then the page should have 'Keratoscopy' in the title,"test(""should have 'Keratoscopy' in the title when on the 'https://www.Murphy-Bed.com' page"", async ({ page }) => {
    await page.goto('https://www.Murphy-Bed.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Keratoscopy');
  });"
108,JAVASCRIPT TEST: When I am on the https://www.Spearfish.com page then the page should have 'Red Brigades' in the title,"test(""should have 'Red Brigades' in the title when on the 'https://www.Spearfish.com' page"", async ({ page }) => {
    await page.goto('https://www.Spearfish.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Red Brigades');
  });"
109,JAVASCRIPT TEST: When I am on the https://www.Rock-Python.com page then the page should have 'Chorus Frog' in the title,"test(""should have 'Chorus Frog' in the title when on the 'https://www.Rock-Python.com' page"", async ({ page }) => {
    await page.goto('https://www.Rock-Python.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Chorus Frog');
  });"
110,JAVASCRIPT TEST: When I am on the https://www.Follicle.com page then the page should have 'Box Coat' in the title,"test(""should have 'Box Coat' in the title when on the 'https://www.Follicle.com' page"", async ({ page }) => {
    await page.goto('https://www.Follicle.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Box Coat');
  });"
111,JAVASCRIPT TEST: When I am on the https://www.Fly-Gallery.com page then the page should have 'Common Law' in the title,"test(""should have 'Common Law' in the title when on the 'https://www.Fly-Gallery.com' page"", async ({ page }) => {
    await page.goto('https://www.Fly-Gallery.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Common Law');
  });"
112,JAVASCRIPT TEST: When I am on the https://www.Portable-Computer.com page then the page should have 'Frog Kick' in the title,"test(""should have 'Frog Kick' in the title when on the 'https://www.Portable-Computer.com' page"", async ({ page }) => {
    await page.goto('https://www.Portable-Computer.com');
    const pageTitle = await page.title();
    expect(pageTitle).toContain('Frog Kick');
  });"
113,JAVASCRIPT TEST: When I am on the https://www.Biohazard-Suit.com page then the page should have 'Sirenidae' in the title,"test(""should have 'Sirenidae' in the title when on the 'https://www.Biohazard-Suit.com' page"", async ({ page }) => {
